"[ 프랑스 메디컬기업이 만들고파리 몽쥬약국을 비롯], 부정 텍스트 확률 : 77.65%"
"[까다로운 프랑스약국에서만 판매하는 기저귀래요 ], 부정 텍스트 확률 : 51.14%"
"[ 더마톨로지 테스트결과 피부자극최대치 평균이기저귀발진 있는 아가들은마르마이플러스 쓰면 좋을 것 같네요 ], 부정 텍스트 확률 : 87.21%"
"[ 화학성분이 아닌 자연성분 셀룰로오스라서흡수체 알갱이에 직접 닿지 않고 흡수력은 좋아서 밤기저귀로 최고 ], 부정 텍스트 확률 : 59.82%"
"[길게 자는 밤에 마르마이플러스 기저귀를 착용해봤는데 확실히 뽀송뽀송하더라구요밖을 만져보면 쉬를 했나? 안했나?구분이 안 될 정도였어요 ], 부정 텍스트 확률 : 94.74%"
"[ 이중샘 방지막이라활동량 많은 낮에도], 부정 텍스트 확률 : 72.57%"
"[장시간 사용하는 밤에도 원래 사용중이던 기저귀는응가폭탄일 때 기저귀밖으로 새어나올 듯아슬아슬했는데마르마이플러스 기저귀는 이중샘 방지막이엄청 짱짱해보여요 ], 부정 텍스트 확률 : 50.05%"
"[ 플렉시밴드와 매직밴드도 유연해서자국이나 피부짓무름 없이 사용할 수 있어요 ], 부정 텍스트 확률 : 59.62%"
"[ 사이즈는 조금 여유롭게 고르시는게 좋아요일을 갓 넘긴 알콩이는허벅지가 얇고 체중이 적게 나가는 편인데마르마이플러스스몰 사이즈가꼭 맞더라구요 ], 부정 텍스트 확률 : 69.26%"
"[ 기저귀 앞], 부정 텍스트 확률 : 58.74%"
"[ 송송이 친구도 바지 안입고 도망갔네요😅😅 ], 부정 텍스트 확률 : 92.55%"
"[ 삼단으로 접히는 밴드기저귀로롱한 길이로 절대 샘방지발진이란 무엇인가요? 발진이 뭔지몰라도 되는 화학성분을 최소화한 프리미엄 기저귀 랍니다 ], 부정 텍스트 확률 : 85.63%"
"[ 의 은서에게 라지 사이즈가 딱이랍니다미국 의 프리미엄 밴드는아기 움직임에 거슬림이 없이편안하게 해주는것 같아요조임이 전혀없이 잘 잡아준답니다 ], 부정 텍스트 확률 : 67.29%"
"[ 이날 친구랑 키즈카페에 놀러갔는데 친구에게도 소개해주려고여유있게 가져갔답니다 ], 부정 텍스트 확률 : 59.79%"
"[ 기저귀가 마구 부들거리지는않지만 고급스러운 느낌의 부드러움이느껴지는 소재 랍니다 ], 부정 텍스트 확률 : 92.05%"
"[ 한참 활동량이 많은 돌쟁이 아기들 밤기저귀로도 아주 딱이랍니다전혀 새지 않아요 ], 부정 텍스트 확률 : 73.37%"
"[.프랑스약국기저귀 마르마이플러스 ], 부정 텍스트 확률 : 66.96%"
"[.프랑스 약국화장품만 좋은 줄 알았는데.프랑스 약국 기저귀도 있네요. ], 부정 텍스트 확률 : 61.06%"
"[ .엄격한 프랑스 약국법에 따라 품질이 인증되고 철저히 제품관리가 이루어지는 .마르마이스 플러스 기저귀 ], 부정 텍스트 확률 : 60.60%"
"[ 기저귀 착용모습이에요.굳이단점을 찾자면 테이프가 야무진편은 아니지만 고정에는 문제가 없습니다.기저귀가 약간 큰편임에도 불구하고 허벅지부분을 잘 잡아주어 샐 염려가 없어요. ], 부정 텍스트 확률 : 72.50%"
"[ 오줌싼 사진 주의ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ소변 한가득 싼 뒤 기저귀에 쏙 흡수되어있구요.제가 만져보니 습기가 전혀 느껴지지 않았어요.캐나다산 천연흡수제가 사용되었다고하니 여름철 기저귀 습진 걱정은 끝 ], 부정 텍스트 확률 : 97.37%"
"[.개월에서 개월을 향해.오늘도 열심히 자라고 있는 우리 아기..태어나서 제일 많이 쓰고 있는 것이 기저귀인데 이것저것 써볼수록 각각의 장단점이 느껴져 재밌다..자발적 기저귀 유목민이라고 할까?ㅋㅋㅋ.단계 기준 지금까지 써 본 다섯 가지의 기저귀를 내 기준대로 정리해보았다..특별히 심하게 샌다거나], 부정 텍스트 확률 : 68.16%"
"[흡수가 잘 안되는 기저귀는 없어서.요즘은 기저귀 기능도 상향평준화된 것 같다는 생각이 들었다..허리나 허벅지 사이즈에 따라 아기에게 맞는 기저귀는 다를 수 있으니 아래 글은 참고만 해주세용ㅎㅎㅎㅎ.다른 기저귀도 쓰게 되면 이 글에 추가할 예정..아직도 못 써본], 부정 텍스트 확률 : 54.46%"
"[ .헉 내가 샀을 땐 장에 원이었는데 지금은 백 원이 조금 안되네.찾아본 가격은 포스팅하는 날 기준.샘플 받았던 게 하기스여서 그냥 쭉 하기스를 사서 썼는데], 부정 텍스트 확률 : 55.18%"
"[ .하기스가 꽤 비싼 편인걸 몰랐었다ㅜㅜ.어쨌든단계는 하기스 네이처메이드 매박스를 사서 가장 오래 썼다. ], 부정 텍스트 확률 : 78.98%"
"[ 원.다 좋은데 가장 불편한 건 찍찍이가 막 오그라들어서], 부정 텍스트 확률 : 97.87%"
"[채울 때도 조금 힘들고 접을 때도 가끔 응가가 묻어욥 ], 부정 텍스트 확률 : 62.99%"
"[ .개당 가격이 꽤 센 에코제네시스 기저귀.식물성 원료만 이용해서 만든 친환경 기저귀라 아무 무늬도 없고 소변줄도 없다.장점이면서 단점일 수도 있는 부분.반으로 접혀있는 다른 기저귀와 달리 단으로 접혀있는데], 부정 텍스트 확률 : 90.73%"
"[ .구매했던 단계를 거의 다 쓰고], 부정 텍스트 확률 : 86.65%"
"[그리고 봉지 속에 기저귀 갈라진 부분이 위에 있어서 꺼내기 좀 불편 한 것아주 가끔 더 접힌 기저귀가 있는 것이 걸리긴 하지만.기저귀 자체로만 보면 부드럽고얇은데 흡수력도 괜춘하고채우기도 쉽고.앙블랑 사기 전이었다면 이걸 샀을듯...ㅋㅋㅋ.다행히 앙블랑을 제일 싼 가격에 구매해서 아쉬움은 덜함.앙블랑 다 쓸 때까지 더 괜찮은 기저귀를 발견하지 않는다면 요걸로 구매해야겠다. ], 부정 텍스트 확률 : 74.96%"
"[ .결론 응가쟁이라 기저귀가 하루 열 개 넘게 필요한 우리 아기.. 특가 구매가 최공ㅋㅋㅋ.. ], 부정 텍스트 확률 : 53.77%"
"[ .많이 들어본 기저귀라 궁금해서 한 팩 사본 킨도 단계.겉바속촉과 비슷하게 겉은 살짝 뻣뻣한데 속은 매우 부드럽다..사이즈가 잘 안맞는지 몇 번 다리 사이로 새는 게 있었는데.지금 보니 오줌 눈 부분이 몽글몽글 뭉쳐있다..우리 아기랑은 잘 안 맞는걸로ㅋㅋㅋㅋ ], 부정 텍스트 확률 : 51.83%"
"[안녕하세요❤️저는 출산후에 우먼플러스 산후조리원을 이용하였는데요.오늘은 조리원에 대해 소개하려고해요.저는 참고로 주간 머물렀어요. ], 부정 텍스트 확률 : 82.66%"
"[ 우먼플러스 조리원은 경기도 수원시에 위치해있고], 부정 텍스트 확률 : 61.13%"
"[ 우먼플러스 병원 건물에 위치해있어요.우먼플러스 병원건물은 총 층이고], 부정 텍스트 확률 : 54.20%"
"[조리실 및 식당저는 출산을 우먼플러스 산부인과에서 했기때문에이동이 아주 수월했어요.아기도 알아서 이동시켜주신답니다만약 겨울출산이거나더운 여름 출산이면산부인과와 함께있는 산후조리원 추천해요신생아를 카시트에 태우는것도 일이고그리고 산후조리해야하는 산모가밖에 나선다는것도 좀 꺼려지니까요..저는 그냥 짐싸서 위로만 옮기면 되니까너어무 편했어요다시조리원 소개로 들어와서층별로 말씀을 드리자면층은 입원실과 비슷하게 생겼는데일반 퀸 침대가 있는 방도 있다고는 해요장점이라면 남편을 제외한 사람들이 드나들 수 있어요.아무래도 첫째가 있으신분들이 층을 이용하시더라구요.그리고 층은 리모델링은 되지 않았지만신생아실과 수유실이 있기때문에오르락 내리락 하기 싫은 산모분들이 이용하시곤 해요.층은 리모델링되어 깔끔하고오가는 사람이 없어 조용해요다만신생아실을 가기위해선매번 계단엘리베이터를 타야해요.특히나 새벽수유하실분들은나와서 엘리베이터도 타야하는데좀 추울 수 있을 것 같아요.그리고 매번 슬리퍼도 신고 나가야하고], 부정 텍스트 확률 : 68.10%"
"[ 비밀번호를 누르고 들어가야해요.당연히 외부인은 남편만 들어올 수 있습니다.복도는 맨발로 다녀요.보이는 슬리퍼는 산모분들이 층이나 다른 곳으로 이동시에 외부로 신고나가는 거에요 ], 부정 텍스트 확률 : 62.77%"
"[그리고 신생아실 면회객?사람소리가 들리는 곳이랍니다. ], 부정 텍스트 확률 : 86.34%"
"[ 들어가기전에 손 소독은 필수입니다 ], 부정 텍스트 확률 : 67.25%"
"[ 이건 비밀번호를 누르고 들어와서외부를 바라보고 찍은 사진이에요.왼쪽엔 신고 온 신발을 넣는 신발장이 보이네요. ], 부정 텍스트 확률 : 90.59%"
"[ 층은 리모델링되어 복도도 깔끔하고 아주 조용해요.밤에 물뜨러갈때는 살짝 무서울때도 있었어요 ], 부정 텍스트 확률 : 78.28%"
"[ 문패도 예쁘죠?저는 호를 배정받았어요. 주택가 뷰 ], 부정 텍스트 확률 : 55.07%"
"[ 헤라룸에는 골반고정기도 있어서방청소를 하면 저는 여기와서 골반교정을 하곤 했어요 ], 부정 텍스트 확률 : 74.98%"
"[ 와 냉장고], 부정 텍스트 확률 : 53.34%"
"[화장대그리고 옷장이 있어요. ], 부정 텍스트 확률 : 56.73%"
"[ 침대옆에는 아기침대와 육아관련 용품들수유쿠션], 부정 텍스트 확률 : 62.81%"
"[발받침], 부정 텍스트 확률 : 93.54%"
"[기저귀], 부정 텍스트 확률 : 53.29%"
"[산모패드이 있어요기저귀나 산모패드는 부족하면 더 받으실 수 있어요.기저귀는 참고로 입구쪽 데스크에 있답니다산모패드는 안받아봐서 모름.. ], 부정 텍스트 확률 : 65.25%"
"[ 그러다가 이렇게 짐이 많아짐ㅋㅋㅋ ], 부정 텍스트 확률 : 54.64%"
"[ 비밀번호를 설정해서 사용하는 옷장입니다 ], 부정 텍스트 확률 : 91.96%"
"[ 그리고 호수가 적힌 가방에빨래감을 넣고 지정된 빨래함에 넣으면다음날 세탁이 완료된 뒤빨래가방을 문에 걸어두세요.기타 정수기], 부정 텍스트 확률 : 84.38%"
"[전자렌지 등은복도 끝에 위치해있어요 ], 부정 텍스트 확률 : 71.05%"
"[ 기타 안내사항도 사진찍었어요.제가 있을당시엔 산후 요가가 없어서 ㅜㅜ엄청 아쉬웠어요.이번달엔 있는지 모르겠네요 ], 부정 텍스트 확률 : 69.24%"
"[ 참고로 우먼플러스 건물은 번국도에 위치해있고위즈파크 맞은편에 있어서한쪽으로는 위즈파크뷰], 부정 텍스트 확률 : 74.97%"
"[ 운좋게도 딱 주택뷰 당첨❤️참고로 에어컨이나 보일러는 방마다 설정이 가능하구요.산후조리는 살짝 더워야하니까..남편분은 선풍기를 챙겨오시는게 좋을꺼에요에어컨틀기는 산모가 추우니까남편쪽으로만 선풍기를 ], 부정 텍스트 확률 : 98.20%"
"[ 우먼플러스 산부인과는 개별식사를 해요.각자 방으로 음식을 가져다 주시고], 부정 텍스트 확률 : 75.05%"
