"[.체험단 신청했으나 떨어지고 친정 엄마돈으로 직접 사서 사용한 후기입니다. 태클 사양합니다.. ], 부정 텍스트 확률 : 92.15%"
"[ . .?유모차추천유모차추천.?휴대용유모차추천휴대용유모차추천..돌 무렵까지 친구가 물려준.?퀴니디럭스퀴니디럭스 .엄청 잘 사용했다 ], 부정 텍스트 확률 : 80.96%"
"[ ..그런데 아가가 무게가 늘어나니 .유모차무게아기무게가 감당이 안되고.우리 애마인 스파크가 퀴니 품어주길 버거워해서.....산모교실에서 등으로 타온], 부정 텍스트 확률 : 93.84%"
"[ .만원대 싸구려 유모차를 사용했다....핸들링 별로에 짐실을곳 없고 좌석이 고정이며 앞바퀴가 빠지기도 했음 무엇보다......간지가 안나..내년에 어린이집을 먼데로 가야하니 겸사겸사 휴대용 유모차를 하나 구입하기로...엄마가 사줌. ], 부정 텍스트 확률 : 93.74%"
"[ .킨즈 체험단 신청했다 떨어졌는데.. 쳇 운명인가?..일욜밤에 주문했는데 수욜 밤에 배송됨.. .?킨즈에어플러스킨즈에어플러스. ], 부정 텍스트 확률 : 69.89%"
"[ .신나라ㅋㅋ..유모차사면 컵홀더 레인커버등 부속제품 종을 함께 준댔는데 상자가 몹시 작아 의심스러움.. ], 부정 텍스트 확률 : 61.04%"
"[ .상자를 열면 전용백만 요렇게 가볍게 들어있다.여기에 다 들어있다고? 의심은 점점 커진다.. ], 부정 텍스트 확률 : 79.93%"
"[ ..처음에 배송되면 신생아시트가 겉으로 드러나 있는데 아래로 넘겨서 시트끝 고무줄로 묶어주면 깔끔. .?킨즈유모차신생아시트정리하기킨즈유모차신생아시트정리하기 ], 부정 텍스트 확률 : 87.25%"
"[ .유모차시트 끼우고 악세서리 까지 하니 유모차 부피가 좀 더 커졌다.. .좌석도 도 다 뒤로안하고 접어서 더 부피 커보임.혹여나 기내 반입할때는 간단하게 가기로.... ], 부정 텍스트 확률 : 94.45%"
"[ .디럭스 폴딩하다 휴대용 폴딩하려니 신세계..가. 폴딩 ], 부정 텍스트 확률 : 78.76%"
"[ .먼저 손잡이 윗부분 레버를 밀고 아래를 눌러 ], 부정 텍스트 확률 : 73.02%"
"[ .고정레버를 열어서 ], 부정 텍스트 확률 : 65.65%"
"[ .일으켜 세운뒤 딱 소리나게 밀어야 함.연습하면 더 스피드하게 될듯ㅋㅋㅋ..단으로 접히니 합격.기내 반입하려면 유모차시트는 빼야할듯.. .?킨즈유모차폴딩킨즈유모차폴딩.?킨즈유모차언폴딩킨즈유모차언폴딩.?킨즈유모차접기킨즈유모차접기.?킨즈유모차펴기킨즈유모차펴기. ], 부정 텍스트 확률 : 88.87%"
"[ .실험하기 위해 나갔다 밖으로 ], 부정 텍스트 확률 : 86.52%"
"[ .나올라고 할때 사진찍어 그렇지 앉으면 널널하다.애기도 들어가고ㅋㅋㅋ ], 부정 텍스트 확률 : 75.90%"
"[ .벗어제낀 모자와 덮고있던 담요도.장본것들과 함께 싸잡아 넣어도 됨ㅋ ], 부정 텍스트 확률 : 71.01%"
"[ .다른.?휴대용유모차등받이는휴대용유모차등받이는 끈고정이라는데 킨즈는 깔끔하게 버클 ], 부정 텍스트 확률 : 93.33%"
"[ .도부터 도까지 가능하다함ㅋㅋ.눕는거 싫어하는 산타옷 어린이는 도 고정ㅋ.폴딩할땐 완전히 눕혀놔야 잘 접어짐..킨즈유모차바도 ], 부정 텍스트 확률 : 80.36%"
"[ .햇빛 내리쬐면 풀 차양 내려도 태양 다 받은거 아닐까 고민했다..울 엄마 피셜], 부정 텍스트 확률 : 54.83%"
"[풀 암막하면 답답한데 통기되어 좋고 매쉬는 촘촘해서 태양을 잘 가려준다 함ㅋㅋ.그리고 여태 차양막 없는 유모차 잘 태워놓고 왜 난리냐며......ㅋ. ], 부정 텍스트 확률 : 51.25%"
"[ .디자인이 투박해서 별로라는 후기도 있지만 .자동차도 세단파와 파가 있듯], 부정 텍스트 확률 : 96.59%"
"[하지만 내돈주고 샀으니 단점도 막 말할테다..단점은 발판 ], 부정 텍스트 확률 : 96.18%"
"[ .애가 좋아하니 됐다ㅋㅋㅋ 진작살껄...내돈내산내돈주고내가산후기... 방풍커버 후기써서 일만에 커버받음 ], 부정 텍스트 확률 : 87.46%"
"[ .. .?킨즈유모차방한커버이벤트킨즈유모차방한커버이벤트.?킨즈이벤트킨즈이벤트.?킨즈웨건이벤트킨즈웨건이벤트.?킨즈유모차이벤트킨즈유모차이벤트 ], 부정 텍스트 확률 : 81.79%"
"[ ..착불로 배송된다.배송비원.방한커버로 받으면 더 좋을텐데.. 회사 거덜나려나? ], 부정 텍스트 확률 : 86.87%"
"[ .진짜 끝... .?킨즈웨건킨즈웨건.?킨즈웨건킨즈웨건.?웨건웨건.?쌍둥이유모차쌍둥이유모차.?유아웨건유아웨건.?웨건추천웨건추천.?유모차웨건유모차웨건.... ], 부정 텍스트 확률 : 92.95%"
"[ 우리집에 .?휴대용유모차휴대용유모차 킨즈 플러스가 온 지도 어언 개월. 개월개월 두 아기들이 있지만 워낙 밖에 나다니기 좋아해서 개월 동안 최소 일은 유모차를 쓴 것 같다. ㅋㅋㅋ집에 첫째 출산선물로 받았던 디럭스 유모차가 있어서 잘 썼지만 아기가 명이라 유모차가 한 대 더 필요하게 되었다. 그래서 세컨 유모차로 뭘ㅆ해야할 지 알아보게 되었고 무.조.건 휴대용 유모차로 해야겠다고 생각했다.휴대용 유모차로 사야겠다고 생각한 이유는 . 디럭스 유모차는 너무 크고], 부정 텍스트 확률 : 98.54%"
"[무거워 나 혼자 아기 둘을 데리고 밖에 나갈 때는 부담스러웠다.. 게다가 우리 집은 옛날 집이라 현관이 좁아서 유모차를 접어서 보관해야해서 접고펴기가 편해야 하는데 디럭스 유모차는 그게 너무 불편했다.. 결정적으로 우리 첫째 도다미가 무럭무럭 커서 디럭스 유모차가 작아지게 되었다는 것... 그래서 선택하게 된 휴대용유모차의 대명사?인.?킨즈킨즈.?에어플러스에어플러스 기내반입이 가능해서 여행갈 때도 들고가기 편하다. 결론적으로 말하면 정말 만족하면서 쓰고 있다. 남편없이 애기랑 둘이서 처음으로 장도 봐오고.... ], 부정 텍스트 확률 : 99.42%"
"[ 우선 킨즈 에어플러스는 휴대용유모차이지만 도까지 젖혀져서 애기들을 재우기가 너무 좋다. 이제 둘째도 낮잠시간이 거의 일정해져서 애기들 낮잠 시간에 맞춰서 밖에 데리고 나간다. ㅋㅋㅋ 한 명이라도 잘 자주면 그렇게 편할 수가 없는 외출. 게다가 풀차양], 부정 텍스트 확률 : 67.54%"
"[ 휴대용유모차라 마주보기는 안되지만 아이 관찰창이 있어서 유모차를 밀고 가면서도 아기가 어떤 상태인지 확인할 수 있다.], 부정 텍스트 확률 : 81.44%"
