"[ .감동해서 퀴니 후기도 썼었음ㅋ.돌 지나서도 태웠었던..ㅋㅋ ], 긍정 텍스트 확률 : 95.24%"
"[ .내가 생각하는.?휴대용유모차는휴대용유모차는 ...... 저렴해야 한다가성비.. 핸들링이 좋아야 한다.. 단으로 접혀야한다.경차에 실리고 기내반입 용이.. 바여야 한다.. 차양막이 커서 아기 잘 가려야 한다.. 시트각도 조절가능해야 한다..맘카페 검색해보니 가성비는 타보 와이업 킨즈 파전..요요는 비싸고 리안 잉글레시나 등등이 있으나 후기적음..추천이 많았던 타보를 사기로 마음을 먹었었는데 .친정엄마가 백방으로 검색한 결과 킨즈가 좋다며 ], 긍정 텍스트 확률 : 71.20%"
"[ ..유모차를 펼치면 바구니 안에도 뭐가 잔뜩 들었음ㅋ 여기저기서 자꾸 튀어나와 보물찾기 하는 느낌ㅋㅋ. ], 긍정 텍스트 확률 : 55.46%"
"[ . .?킨즈유모차조립은킨즈유모차조립은 생각보다 간단하다.펼쳐서 바퀴 끼우고 손잡이 끼우고 시트 끼우고 가죽손잡이 채우고..누가 했을까?..신랑이ㅋㅋ ], 긍정 텍스트 확률 : 65.05%"
"[ .분도 안걸려 뚝딱뚝딱 해냈다 어렵지 않다 함.우리 핑크어린이는 유모차상자와 씨름했음ㅋㅋ ], 긍정 텍스트 확률 : 66.95%"
"[ .현대몰에서 행사기간이라 최저가 만원대인데 이것저것 할인으로 만원대 구입 물론 엄마찬스였다..다른 휴대용 유모차에 비해 만원 저렴하게 구매했음ㅋㅋ 이래서.?가성비유모차란가성비유모차란 말이 있나봄. ], 긍정 텍스트 확률 : 64.12%"
"[ .나의 화려한 잠옷을 보라ㅋㅋ.첨 만난아인데 겁나 쉽게 접어버렸다..폴딩할땐 좌석을 완전이 뒤로 제껴야함 ], 긍정 텍스트 확률 : 65.33%"
"[ .바구니안에 어깨끈 내장주머니 실화냐?ㅋ.센스 대박ㅋㅋ 칭찬해.. .?킨즈유모차경차트렁크킨즈유모차경차트렁크.?킨즈유모차스파크트렁크킨즈유모차스파크트렁크에 넣기 ], 긍정 텍스트 확률 : 70.46%"
"[ .트렁크에 짐 하나도 없이.유모차 좌석패드 없어야하고 등받이 완벽히 도로 접으면 딱 하나 실을수 있음.타보는 접으면 두개나 들어간다던데... 쩝 ..나. 언폴딩 ], 긍정 텍스트 확률 : 53.13%"
"[ . .?킨즈유모차핸들링은킨즈유모차핸들링은 나쁘지 않은데 한손 핸들링가능.바퀴가 보도블럭 틈과 마찰하며 찰찰 소리가 난다.디럭스는 공기주입 바퀴라 요런점이 다르구만..단차 있는곳도 잘 올라가나 두손으로 밀어야함. ], 긍정 텍스트 확률 : 89.35%"
"[ .브레이크는 오른쪽에 있고 울오빠 왼발잡이인데...브레이크 걸면 언덕진 곳에서도 제법 잘 서있음..내가 다리가 길어서인지키가 지만 다리가 더 비중이 크다 믿고있음브레이크가 좌석보다 뒤로 나와있어 걷다가 나도모르게 브레이크 라인을 밟기도 한다..손잡이도 조금 더 높았으면 싶지만 적응될듯. ], 긍정 텍스트 확률 : 92.92%"
"[ .이건 진짜 세상 등일듯 ], 긍정 텍스트 확률 : 78.43%"
"[ .치킨이랑 장본것들 들어가고도 남은ㅋㅋ ], 긍정 텍스트 확률 : 62.97%"
"[ .근데 킨즈 컵홀더 겁나작다....컵고정 잘되겠음 그러나 난 쓰던거 써야겠다..ㅋ.. .?장바구니큰유모차장바구니큰유모차. ], 긍정 텍스트 확률 : 93.89%"
"[ .간단함ㅋㅋ.. ], 긍정 텍스트 확률 : 58.73%"
"[ .움짤로 만드니까 완전 펼쳤을때 하나가 빈거같네ㅋ.완전 펼치면 한단이 망사있어보이는 말로 매쉬로 되어있다ㅋ ], 긍정 텍스트 확률 : 73.50%"
"[ .요렇게ㅋㅋ ], 긍정 텍스트 확률 : 53.03%"
"[개인취향이고.난 장바구니가 커서 좋다ㅋ..핸들링 ], 긍정 텍스트 확률 : 91.13%"
"[구성품 많은데 가격도 좋고.장점이 많다ㅋ..후기쓰면 방풍커버 주는 행사도 한다.ㅋ.그래서 이토록 자세한 후기를 쓴것도 없지 않아 있음], 긍정 텍스트 확률 : 86.32%"
"[ .아기가 아예 작으면 아래를 펴서 다리를 쭉 뻗게하고.아예 크면 발이 아래 바퀴있는 곧에 닿을텐데.애매하게 대롱대롱해서 무릎에 무리갈듯..ㅠㅜ.근데 다른 유모차들도 발판 조절되는건 없더라..엄마가걸을때 브레이크 라인 밟히는 것은 .내가 적응되면 좋아지겠지ㅋ.워낙 내 보폭이 큰 것도 있다ㅋ 자타공인 빠른걸음. ], 긍정 텍스트 확률 : 98.23%"
"[확장 캐노피까지 있어 빛의 방해를 받지 않고 편하게 숙면을 취할 수 있다.], 긍정 텍스트 확률 : 69.58%"
"[개월 우리 도다미에게는 저정도 오는 사이즈. 발받침이 단계로 조절되기 때문에 애기가 잘 때는 쫙 펴서 발을 받칠 수 있게 해주고], 긍정 텍스트 확률 : 63.93%"
"[앉아 있을 때는 사진에 보이는 것처럼 받침대를 내려주면 대롱대롱 귀여운 발구름판? 완성 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 72.37%"
"[ 이 날은 핸드바를 장착한 날이지만], 긍정 텍스트 확률 : 90.55%"
"[바도 있어서 필요에 따라 유용하게 사용할 수 있다. 트레이에는 섬세하게 휴대폰 거치 홀더도 있다.], 긍정 텍스트 확률 : 51.32%"
"[ 그리고 레인커버도 기본으로 포함되어있다. 비올 때는 나가기 힘드니까 사실 필요없다 생각했는데바람이 많이 불면 방풍커버로 사용하면 된다 아직은 바람이 쌀쌀한 날씨라 야외에 나갈 때는 방풍커버를 씌워서 나간다. 특히 이 날은 바닷가 근처라 바닷바람이 장난이 아니라 방풍커버를 씌워야 마음이 놓였다.], 긍정 텍스트 확률 : 98.03%"
"[ 킨즈 에어플러스의 특장점 중의 하나라면 큰 장바구니. 커다란 기저귀 가방도 쏙 들어갈 만큼 넓다.], 긍정 텍스트 확률 : 65.97%"
"[ 킨즈 에어플러스 장만하고 얼마 안되어서 동부산 롯데몰 쇼핑하러 간 날. 월달이라 두꺼운 외투를 입고 갔다가 실내에 들어가니 짐... 아기들 옷이 작긴하지만 겨울옷이라 부피가 커서 짐이 장난아니다. 하지만 킨즈 플러스 장바구니가 크고 넉넉해서내겨울양털외투남편자켓아기패딩아기자켓보냉가방까지도 커버된다.], 긍정 텍스트 확률 : 52.23%"
"[ 장바구니에 있던 짐을 꺼내서 차 뒷자석에 놔두니 엄청난 양이다. 과장 하나도 안하고 다 장바구니에서 나온 짐들 ㅋㅋ], 긍정 텍스트 확률 : 52.03%"
"[펼치면 장바구니 공간이 커져서 짐을 넉넉하게 실을 수 있고], 긍정 텍스트 확률 : 58.84%"
"[ 그리고 킨즈가 제일 마음에 드는 것 중의 하나는 역시 부드러운 핸들링. 집에 디럭스 유모차절충형 유모차 모두 있지만 절대 뒤지지 않는 바퀴다], 긍정 텍스트 확률 : 96.61%"
"[ 부피가 작아서 주차장 좁은 공간도 쉽게 지나갈 수 있다 처음 바깥에서 시승한 날 남편이랑 같이 이런 차 사이 공간으로도 갈 수 있다며 둘 다 감탄 했다. 디럭스 유모차로는 꿈도 못 꿈... 그래서 빙 둘러 가야 했는데 물론 차 옆을 긁지 않도록 잘 살피면서 가야한다 ], 긍정 텍스트 확률 : 98.67%"
"[킨즈에어플러스는 무려. 라고 한다 진짜 가벼운 것 맞네그리고 맞춤 커버가 있어 비행기나 기차], 긍정 텍스트 확률 : 51.67%"
"[장거리 이동시 보관해야 할 때 용이하다.], 긍정 텍스트 확률 : 50.03%"
"[ 요즘 강아지 유모차도 많은데 왜 킨즈에서 나온 유모차냐 우선 월월월 댕댕이들은 커요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 다견가정이라 마리이기도 하지만베리 혼자 타도 좀 넓은 자리를 선호하더라구요블로그에는 유모차 후기가 처음이지만 꽤 많은 유모차를 사용했었거든요듀얼유모차부터 더 넓은 디럭스랑 일반형이랑 지금이 번째 유모차인데 킨즈가 가성비가 좋더라구요저도 처음에 강아지 유모차에 대해서 잘 모를땐 일단 비싼거부터 봤었지만 ..몇번 사용해보니까 유모차 역시도 가성비를 잘 따져야한다는거에요강아지 유모차도 사실 밖에서 운전하면서 사용하는건데 조심스럽게만 사용할 수 있는게 아니잖아요..?그래서 어느정도 가성비가 좋고 제품 성능이 좋아야 쓸때 배가 안아프더라구요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 98.91%"
"[ 처음 유모자가 도착한날 저희는 바로 야외로 나갔지요 잉크랑우선 우리는 무조건 첫째부터 착승입니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 다름에는 블루베리 그리고 마지막엔 살구겠지요?처음 열어보니 구성품이 간단합니다 설치할게 많으면 어쩌나 은근히 걱정했는데 혼자도 햇을거같아요라고 하지만 남자친구가 설치하고 있지요 .. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앞뒤로 바퀴를 달아주고 브레이크만 설치해주면 바로 사용 가능했어요전 사실 이때부터 오 했던게 일단 진짜 가벼웠어요 저 혼자 들어도 가능할정도로?남자친구 차가 넓어서 유모차 들고 다닐 일도 많은데 가벼우니까 마음도 가볍더라구요 ㅋㅋㅋㅋㅋㅋ디럭스 유모차가 이렇게 가벼울 일인가 ], 긍정 텍스트 확률 : 99.22%"
