"[ 원 주고 샀어요...여기서부터 후기.. 일반분유인데도 나름 토도 줄음.. 분유가 잘 안녹음..통중 통째에서 느낀 저의 개인적인 후기입니다..더 느끼는게 있다면 후기 추가할게요.토도 줄은거지 아예 안하는건 아니에요ㅎㅎ.아직도 토는 하루에 한두번은 해요 그래도 가끔은 안할때도 있어요 ], 긍정 텍스트 확률 : 77.71%"
"[ .....수정.어제 분유에서 이물질을 봐서 위메프에 반품 신청하고 다른 분유로 바꾸려해요 바꾼후 후기 또 쓸게요 ], 긍정 텍스트 확률 : 70.33%"
"[.안녕하세요.이제 막 일된 수아맘 로즈에요 ], 긍정 텍스트 확률 : 54.85%"
"[ .집에 와서는 처음 하는 서투룬 육아에.잠도 잘 못자고 밥도 잘 못 먹고 하니..간식처럼 이라도 나오던 모유도 더 안나오기 시작했어요ㅠ 그래도 초유는 조금이라도 먹였으니...그나마 다행이란 생각을 하면서 어쩔 수 없이.단유하고 완분의 길을 가게 되었어요..딴길로 새버려서 죄송해요 노발락 후기 시작할께요. .처음 분유는 후디스 산양분유 였어요.조리원에서 사용했던 걸 그대로 먹이자 싶었고.모유 안먹이니 비싸더라도 영양가 있는걸 먹이자고.마음 먹었지만 ㅠ 아이한테 안 맞으면 비싸든 좋든.다 소용없단 걸 나중에서야 알았답니다 ㅠ..수아한텐 후디스 산양분유가 안맞았어요.그래도 토끼똥만하고 대추알만한 응아를 해도.누긴 누는거니까 이건 변비가 아닐꺼야 라고.생각했었던 거에요... 알고보니 그렇게 단단하고.덩어리진 응아를 하면 안되는 거더라고요 ㅜㅜ..배앓이와 변비증세를 같이 보였어서..노발락 를 먼저 먹여봤어요.기존분유에서 교차수유 해야되는게 맞는데 ㅜ.무지했던 저는 바로 먹였어요 ㄷㄷ.다행히도 잘 먹어준 수아양 ㅠ..진짜 거짓말 안하고 하루 먹이고나니.배앓이가 잡혔는지 끄응끄응 하던 소릴 덜 내고.잠도 그렇게 못자더니 좀 자는거에요 ㅜㅜ..왜 이제서야 바꿔줬나 싶을정도로요.그렇게 일주일 정도 먹이다보니 ...변비가 ㅜㅜ 너무 더 극심해진거에요....가 배앓이에는 탁월한데.유당이 적고 철분함량이 타분유보다 조금 높다보니.변비가 원래 있던 수아한텐 더 극악이었는지..응가할때마다 얼굴이 시뻘개지도록 용쓰고.급기야 힘들어서 끄애앵 하고 자지러지게 울고ㅠ.바둥거리는 모습이 너무 안타까워서..노발락 로 바꿔 먹여봤어요.네 ㅠ이번에도 교차수유 몰랐던때라 바로 바꿈..일차까진 아직 효과를 못봐서 ㅠ 너무 힘들어해서.용쓸때 아기면봉에 오일발라서 응꼬에 살살살 해줬더니.대추알만한 응가가 정말 밀어내듯 퐁퐁퐁 나오더라고요ㅠ..보면서 얼마나 제가 더 개운하던지 ㅠ.일차부터는 조금 효과가 오더라구요 .조금씩 응아가 말랑해지는 느낌이더니 일차부터는.일 응아를 매일 해주더라고요..수아의 평온한 표정을 간만에 보는거 같더라구요 ㅠ.그렇게 일주일 정도를 먹여보고 있었는데요. .확실히 변비는 해결이 되었는데 또 다시 배앓이를.하더니 배에 가스가 차는지 방구를 힘겹게 뿌뿌뿡하면서.자면서도 또 신음같은 끙끙 소릴 내며 ㅠ.자다가 깨고 베베 꼬기도 하고 근엄한 표정 짓고 ㅠ..또 안되겠다 싶더라구요 ㅜㅜ..그래서 노발락번 노발락번 이런식으로.교차로 먹여보기 시작했어요..이렇게 먹여보니 조금 나아지나 싶었는데.교차로 먹여서 맛이 달라선지 먹다말고 정지상태로.심오한 표정으로 크흐음 하고 잘 안먹는거에요 ㅜ..분유를 자꾸 바꾸면 애도 스트레스 받는다고 들은게.있어서 뭔가 대안이 필요하다 싶더라고요 ㅠ..그래서 후디스 트루맘이나매일 센서티브같은.국산분유로 다시 바꿔볼까 했는데요..혹시나 노발락도 일반분유가 있나 봤더니.노발락 스테이지 랑 노발락골드 이렇게 두 종류가.있었어요 ..전 노발락 골드로 일주일째 먹여보니.확실히 이게 수아한텐 맞구나 하고 촉이 ㅠㅠ..골드가 이번에 노발락에서 새로 출시한 제품이라고 해요.단계부터 단계], 긍정 텍스트 확률 : 99.97%"
"[단계는 골드지니 라고 있는데..골드는 분유 자체에 유산균을 첨가하고.노발락 중에 부족했던 영양을 보강해서 나온 제품이래요..그래선지 수아가 골드 잘 먹어주고.일 회 황금변 보고 트름도 잘하고 .배앓이도 안하고 잘 자고 있어요 ㅠㅠㅠ..단점이라면 노발락 분유 전부다 잘 안녹아서.조금 더 흔들어서 오래 녹여주셔야 안 뭉쳐요 ㅠ.전 아예 도 물을 도로 올려서 녹이니 조금 잘.녹는거 같더라고요 ㅋ..물론 아가들마다 맞는 분유가 다를 수 있지만.혹시 노발락 고민중이시라면 .노발락 골드 전 추천해드리고 싶네요 ♡ ], 긍정 텍스트 확률 : 89.73%"
"[ ▼ .리뷰 및 세부정보 열어보기▼후기.노발락도 프랑스산이 있고 독일해외직구가있는데 프랑스산먹이고 녹변을 봐서 후기보고 독일해외직구를 이용해서 계속 먹이다가 감기로 장염중에 설사분유먹이다 독일산분유가 소진되서 프랑스산을 먹이다된변을보면서 아기가 자지러지게 울면서 힘들어하고 울다가 관장약을 몇번 써서 빼내주었네요 ㅠ ㅠ얼마나 변이되고 굵은지 안나오니까 관장하면서 변볼때 아기항문이 쪼금찢어졋더라구요 ㅜ그러고 몇변 되풀이되서 프랑스산 떼고 해외직구 이용해 독일 제품 받아서 다시 갈아타니 변이 좋아져서 요즘은 걱정없이 잘먹고 변도 잘보곤합니다.비교해보니 입자가 다르긴 하더라구요. 쌍둥이들이라 국내제품다써봐도 초록변봐서해외제품의사쌤께 소개받고 제일먼저프랑스산 먹여도 똑가떠라구요 상품후기 보게되서 노발락도 제조국이 두군데란걸 알게되서 독일산후기가좋아 해외직구 이용해 아이들에게 맞는 분유 만나 잘먹이고 있습니다♡후기.이거 먹으면 돌지나서 이번이 마지막 주문이에요예정일보다 한달 일찍나와서 돌은 지났지만 원래 예정일까지 분유먹이고 생우유 먹여야된대서 사실상 마지막 주문이에요 한통으로 열흘씩 일주일씩 먹었는데 요새는 일 만에 다 먹네요 아직도 토할까봐 트라우마가 좀 있긴하지만 오빠먹고 남은 생우유도 조금씩 맛보고 분유도 먹고 다 잘먹네요주문받고 벌써 한통 다 먹었고 통만 더 먹으면 분유에서 생우유로 완전 갈아타고 ㅎㅎ 일이반으로 줄어서기쁜 것 같기도 하고 울애기 일때까지 토많이 했는데 노발락 덕분에 수고가 많이 줄었었어요 조금씩 자주 먹이면 괜찮았는데 다른 분유는 안 괜찮아서 그냥 쭈욱 얘만 먹였네요 분유수유도 너무 빠르게 끝이라서 큰애보니까애기 크는거 진짜 잠깐이라... 기쁘기도 하지만 이것 마저도 아쉽네요 년이너무 금방이에요 ㅠㅠ 그동안 고마웠어요 ♥노발락♥후기.곧 아기가 개월이 되어서 구입직구지만 빨리 오고 좋아요후기.가끔씩느끼지만국내노발락보다 입자가 더 고운거같아서 좋아요후기.분유상태는 좋아요상세정보 아래링크 참조 ], 긍정 텍스트 확률 : 100.00%"
"[식품의 유형], 긍정 텍스트 확률 : 52.07%"
"[원재료명 및 함량], 긍정 텍스트 확률 : 52.23%"
"[통 단계 개 내수용여러가지 핫딜 정보들을 업로드하고 있으니 구독하여 매일매일 받아보세요제품에 대한 후기 및 자세한 사항은 링크를 통해 확인하세요이 포스팅은 쿠팡 파트너스로부터 일정액의 커미션을 대가를 받고 작성된 광고입니다. ], 긍정 텍스트 확률 : 83.92%"
"[그런데 유산균이랑 같이 먹여서 그런지몰라도 살짝 무르게 볼때도 있어요후기.토를 많이하는 아기라 여러종류의 국내외 분유 공수해서 먹이다가 토하는 아기한테 좋다는 노발락을 첨 접했고 토를 좀 덜하길래 계속 먹이다가 변비와서 노발락먹였어요. 이제 갤 다되가는데 토도 안하구 변도 잘봐서 특수분유말고 일반분유 먹여보자 싶어서 골드로 구입했어요. 먹고나서 변도 하루 번씩하고 분유 잘먹고 토실토실 잘커서 대만족 합니다. 스테이지도 먹여봤는데 스테이지보다 확실히 변도 잘보고 소화도 잘하는거 같아서 이제 정착하려구요 ㅎㅎ 전 강추합니다 ㅎㅎ상세정보 아래링크 참조 ], 긍정 텍스트 확률 : 100.00%"
