"[ .딱풀이의 첫 시판이유식.. 팜투베이비로 시작했다ㅎㅎ.내가 집에서 육아를 하니], 긍정 텍스트 확률 : 77.34%"
"[ .고개 숙이고.. 뒤 보고.. 부부부부 해서 뱉어내고.....ㅎ.대환장파티가 주간 지속되었다ㅠㅋ. ], 긍정 텍스트 확률 : 91.45%"
"[ .지난 월에 팜투베이비 해피백 당첨되어 받아보았는데], 긍정 텍스트 확률 : 62.94%"
"[ .팜투베이비 이유식은 오전 시 이전 주문할 경우 그날 만든 이유식을 다음날 받아볼 수 있고], 긍정 텍스트 확률 : 66.16%"
"[오전 시 이후 주문할 경우 그 다음날 만들어져 주문한 다다음날 받아볼 수 있다. .스티로폼 박스에 아이스팩과 함께 배송된다 .팜투베이비 광고모델은 유지태님으로], 긍정 텍스트 확률 : 97.79%"
"[ .이제 만 개월을 넘긴 딱풀이는 부쩍 새로운 물건에 관심이 많다ㅋㅋ .팜투베이비 스티로폼 박스는 알록달록한 색 포장이 되어 있어서 더 흥미가 생긴 듯 . ], 긍정 텍스트 확률 : 54.16%"
"[열어보면 차곡차곡 쌓아져 있는 모습을 볼 수 있음ㅎㅎ . ], 긍정 텍스트 확률 : 90.29%"
"[같은 재료를 일 씩 먹이려고 한 메뉴를 두 팩 씩 주문하였다. . ], 긍정 텍스트 확률 : 66.59%"
"[닭가슴살흑미배죽], 긍정 텍스트 확률 : 69.68%"
"[닭가슴살비타민죽 이다. .시 타임에 한 번], 긍정 텍스트 확률 : 92.41%"
"[두 가지는 먹어본 재료로 주문하였다. . ], 긍정 텍스트 확률 : 55.71%"
"[ .한 끼에 딱 을 먹는 아가라면 이대로 까서 먹어도 되겠지만... .딱풀이는 으로 다소 애매한 양을 먹고 있어서 ㅋㅋㅋㅋ 한 팩을 둘로 나누기에도 부족하고.. 두 팩을 삼등분하기엔 많고...ㅎ 일단씩 소분하고 남은 건 적은대로 그냥 소분해두었다가 먹일 계획이었음 .이유식 팩 포장지에는 원재료 정보 및 함량이 표기되어 있다..팜투베이비 이유식의 장점이라고 알려진 게고기함량 과무항생제유기농 표기 이다. .모든 메뉴가 그렇진 않지만], 긍정 텍스트 확률 : 94.87%"
"[고기는 무항생제], 긍정 텍스트 확률 : 59.99%"
"[무항생제 식재료를 사용한다고 광고는 하면서도 실제 표기는 하지 않는 경우도 있는데], 긍정 텍스트 확률 : 57.28%"
"[무농약을 사용하였으며 그대로 포장지에 표기되어 있어 확인 가능 . ], 긍정 텍스트 확률 : 68.02%"
"[ .원래 먹는 양 통과 조금 부족한 양으로 통 나옴. .적은 양도 먹이긴 먹여야 하니 ㅋㅋㅋ 이 역시 얼려 두었다가 과일보충하려 한다. . ], 긍정 텍스트 확률 : 90.46%"
"[소고기애호박양배추는 다 먹어봤으니 한우애호박양배추죽은 시 타임용으로 소분 . ], 긍정 텍스트 확률 : 51.94%"
"[ .밝은 곳에서 찍은 입자는 요 정도 .많이 뻑뻑하지도], 긍정 텍스트 확률 : 62.61%"
"[대파 등 다양한 채소로 채수를 내서 그런지 감칠맛이 있어 맛있었다. .간은 안 되어 있지만... 먹기 밍밍하지 않을 정도로 감칠맛이 있었음 최고 . ], 긍정 텍스트 확률 : 78.42%"
"[ .첫날은 할머니댁에 갔다가ㅎㅎㅎㅎ 집으로 돌아오는 길에 휴게소에서 먹이게 되었다. .첫 번째 메뉴는 한우시금치양송이죽 양송이버섯을 처음 먹어보지만], 긍정 텍스트 확률 : 78.18%"
"[그 전에 새송이버섯을 잘 먹었어서 첫 메뉴로 골랐다. .처음이라 약간 떨면서 먹였는데], 긍정 텍스트 확률 : 81.89%"
"[너무너무 잘 먹어 주는 모습 ㅠㅠㅠㅠㅠㅠ .아기새모드였다 감동 흑흑 . ], 긍정 텍스트 확률 : 99.85%"
"[ .먹는 내내 표정 좋았고요 ㅎㅎㅎㅎㅎ .입맛 다시고 이유식통을 막 쳐다보면서 잘 받아 먹었다. . ], 긍정 텍스트 확률 : 95.46%"
"[ .다음은 집에 돌아와서 두번째 이유식은 소분해 두었던 닭가슴살비타민죽으로 .닭가슴살도], 긍정 텍스트 확률 : 91.19%"
"[ .두번째 메뉴인 닭가슴살비타민죽도 아기새 모드로ㅠㅠㅠㅠ♥︎♥︎♥︎ .그간 먹태기는..... 맛이 없었던 거였니......???? ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ . ], 긍정 텍스트 확률 : 94.78%"
"[ .깨끗하게 완밥 .먹으면서도 전처럼 고개를 숙이거나 부부부 하지 않고 입 벌려 가며 잘 먹어주었다ㅠㅠ. ], 긍정 텍스트 확률 : 92.40%"
"[ .다음날 이유식로 먹인 한우시금치양송이죽도.... . ], 긍정 텍스트 확률 : 57.97%"
"[ .닭가슴살비타민죽도 기대를 저버리지 않고 깨끗하게 클리어 . ], 긍정 텍스트 확률 : 91.19%"
"[ .이날은 미리 소분하는 걸 깜빡해서ㅋㅋ.먹을 때 다 되어서야 소분 한우검은콩비타민죽이다. .세통 소분하고 바로 먹일 건 그냥 용기채로 전자렌지 초 돌렸더니 따땃하니 딱 좋았다. . ], 긍정 텍스트 확률 : 85.28%"
"[ .먹어봅시다ㅋㅋㅋㅋㅋㅋ .검은콩이 들어사서 새까맣지 않을까 했는데.. 의외로 색깔은 다른 것들과 비슷했다. .생각해보니 검은콩도 속은 허옇지....?ㅋㅋㅋㅋ. ], 긍정 텍스트 확률 : 79.02%"
"[ .와우... 손까지 뻗어 가며...ㅎㅎ .상체 앞으로 막 마중나와 가며 잘 먹었다 ㅋㅋㅋㅋㅋㅋ . ], 긍정 텍스트 확률 : 81.57%"
"[ .다 먹고 나서 표정도 넘나뤼 좋고요ㅠㅠㅠㅠㅠ .깨끗한 이유식용기 보니 속이 다 시원하다 . ], 긍정 텍스트 확률 : 90.82%"
"[먹이는 시간이 가장 스트레스였는데 이렇게 잘 먹어주니 앞으로도 사먹여야 하나 싶다ㅠㅠㅠ .그런데 어른인 내가 먹어도 ㅋㅋㅋㅋㅋ 양파 대파 무 이런 게 채수재료로 사용되어서 그런지 감칠맛이 좋다. .맛 뿐만 아니라 고기는 무항생제], 긍정 텍스트 확률 : 95.31%"
"[그외 재료는 무농약], 긍정 텍스트 확률 : 61.31%"
"[ .. 멸치먹고 튼튼해지자왕멸치], 긍정 텍스트 확률 : 66.20%"
"[ 안녕하세요 도율이는 미음부터 꾸준하게 시판을 먹이고 있는데요.엄마가 워낙 똥손이예요..이번에 새로운 얼굴 두 아이를 키우는 아빠인 유지태가 선택한 이유식이 있다고 하더라고요.워낙 따뜻하고 신뢰감을 주는 배우 유지태다 보니 믿음이 팍팍 게다가 배달이유식 중에서 가장 많은 친환경 재료를 사용한다고 하더라고요?도율이도 한번 먹여봐야겠다 싶어 먹여보기로 햇답니다. ], 긍정 텍스트 확률 : 85.39%"
"[ 유지태이유식인 팜투베이비 가 런칭되어 공중파및그리고 에서도 만나 볼 수 있다고 해요. ], 긍정 텍스트 확률 : 89.70%"
"[ 도율이가 처음 먹어볼 한우연근채소죽이예요.자연에서 좋은재료로 깐깐하게 고른 팜투베이비 유지태이유식신선한 유기농 곡류와 국내산 친환경 채소 그리고 무항생제한우 등 좋은 식재료들로만 만들었다고 하더라고요.맛과 품질 그리고 시장성까지 갖춰 년에는 쌀가공품에 선정되기 까지 했답니다.저는 처음에 이유식을 시작할때 어떤것을 먼저 주문해야 하나 고민이 많았는데요.굿스타트라는 새로운 주문프로그램이 생겨], 긍정 텍스트 확률 : 99.64%"
"[총 가지의 미음을 알레르기 발생이 적고 아기가 처음 적응하기 쉬운 순서로 구성하여 체크 및 적응에 도움을 준다고 시작할때 알앗더라면 조금 수월하게 시작하지 않았을까 싶었어요. ], 긍정 텍스트 확률 : 82.91%"
"[ 도율이는 한번 먹을때 도 거뜬하게 먹는 아이거든요.다만 시간과의 싸움이랄까요? 오래 먹일때는 분까지도 먹여본것 같아요입에 맞지 않는 이유식을 먹일때에는 중간쯤 먹었을때 종종 칭얼거리거든요.달래면서 먹이기 참 힘든 ..ㅎㅎ ], 긍정 텍스트 확률 : 90.71%"
"[주위에서는 많이들 먹여봤다고 하더라고요.한번 먹여본 사람들은 후기까지 쭈욱 먹였다고먹여보니 저도 그 이유를 알것 같았어요.배달이유식 팜투베이비는 신규 고객이라면 모든 사람 누구에게나배송비 ], 긍정 텍스트 확률 : 98.22%"
"[ 원을 부담 후 이유식 또는 유아식을 팩 무료체험 가능하다는거 알고 계시나요?또한 다둥이맘 할인 프로모션을 통해서 자녀 이상이라면 기본할인에 추가 까지 할인혜택 제공해준다고 하니 체험판 먹여보셔도 좋을것 같아요. ], 긍정 텍스트 확률 : 89.49%"
"[ 매일 오전 유산균을 뿌려서 주고 있는데요.유산균을 뿌리면 더더욱 맛있게 먹더라고요 ㅎㅎ ], 긍정 텍스트 확률 : 93.77%"
"[ 열심히 먹은 흔적들이...입가에 미역과 쌀들 보이시죠 ㅋㅋㅋㅋㅋㅋㅋㅋ요날도 역시 성공적], 긍정 텍스트 확률 : 87.09%"
"[ 닭가슴살퀴노아두부죽은 하얗고], 긍정 텍스트 확률 : 75.90%"
"[ 흰살생선새송이미역죽이예요.아빠를 닮았는지 유독 흰살생선이 들어간걸 좋아하더라고요. ], 긍정 텍스트 확률 : 55.22%"
"[ 비타민 두방울과 함께 냠냠 탄수화물과 함께 먹으면 더 흡수가 잘된다고 해서 이유식과 함께 먹이고 있어요. ], 긍정 텍스트 확률 : 95.20%"
"[ 역시는 역시라고... 당황스러울정도로 잘먹는도율이 먹방을 보면 또래 친구 엄마들이 진짜 부러워하더라고요.너무너무 잘먹는다며ㅎㅎㅎ 그 덕분에 엄마는 팔목이 너덜너덜 ], 긍정 텍스트 확률 : 99.47%"
"[ 어디서 좋은냄새가 나는데 킁킁엄마 빨리주세요 현기증나요귀여워서 보고만 있으니 어서 달라며 보채는 우리 율빵맨 ㅎㅎ ], 긍정 텍스트 확률 : 99.50%"
